species,archivo,ruta,observacion_id,usuario,fecha,licencia,atribucion,url_imagen,url_observacion
Wettinia microcarpa,obs_96884807.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Wettinia_microcarpa\obs_96884807.jpg,96884807,jnsco1212,2021-05-11,,"(c) Juan Sebastián Quintero, all rights reserved",https://static.inaturalist.org/photos/161021552/large.jpeg,https://www.inaturalist.org/observations/96884807
Wettinia microcarpa,obs_75438813.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Wettinia_microcarpa\obs_75438813.jpg,75438813,jnsco1212,2021-04-27,cc-by-nc,"(c) Juan Sebastián Quintero, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/123893783/large.jpeg,https://www.inaturalist.org/observations/75438813
