departamento,municipio,riqueza_especies,especies_CR,especies_EN,especies_VU,indice_amenaza,indice_biodiversidad,pct_bosque,pct_palma,pct_agro,pct_otras,anp,resguardo,dist_glad_media,glad_presion
Santander,Barrancabermeja,4,0,2,2,6,24,0.4117647058823529,0.014705882352941176,0.5735294117647058,1.1102230246251565e-16,0,0,8877.40588235294,0.00011263283220556951
Santander,Betulia,3,0,2,1,5,15,0.5,0.0,0.5,0.0,0,0,6554.780000000001,0.0001525371504229855
Santander,Bucaramanga,5,0,2,3,7,35,0.2,0.0,0.6,0.20000000000000007,0,0,10708.68,9.337347147627193e-05
Santander,Charalá,1,0,0,1,1,1,1.0,0.0,0.0,0.0,1,0,5371.133333333334,0.00018614578938224414
Santander,Cimitarra,7,0,5,2,12,84,0.8834134615384616,0.0,0.11658653846153846,-2.7755575615628914e-17,0,0,3380.160576923077,0.0002957564354751882
Santander,El Carmen,6,0,3,3,9,54,0.9661016949152542,0.0,0.03389830508474576,2.0816681711721685e-17,1,0,6191.049152542372,0.00016149742603212595
Santander,El Peñón,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,9966.263157894733,0.00010032844364181693
Santander,Floridablanca,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,3036.3,0.00032923978533565994
Santander,Girón,4,0,1,3,5,20,0.4,0.0,0.2,0.39999999999999997,0,0,7810.55,0.00012801556669290984
Santander,Guaca,1,0,0,1,1,1,0.0,0.0,1.0,0.0,0,0,8562.300000000001,0.00011677741057769784
Santander,Gámbita,3,0,3,0,6,18,0.6428571428571429,0.0,0.21428571428571427,0.14285714285714282,0,0,8646.892857142859,0.0001156351051659983
Santander,Hato,2,0,1,1,3,6,1.0,0.0,0.0,0.0,0,0,793.5,0.0012586532410320957
Santander,Landázuri,1,0,0,1,1,1,0.0,0.0,1.0,0.0,0,0,11945.2,8.370862701109976e-05
Santander,Lebrija,2,0,1,1,3,6,0.8333333333333334,0.0,0.16666666666666666,-2.7755575615628914e-17,0,0,9582.800000000001,0.00010434274504893674
Santander,Piedecuesta,2,0,1,1,3,6,0.6,0.0,0.4,0.0,0,0,2740.9666666666662,0.0003647017347645851
Santander,Puerto Parra,3,0,1,2,4,12,0.26666666666666666,0.06666666666666667,0.6666666666666666,1.1102230246251565e-16,0,0,2939.1466666666665,0.000340119087029672
Santander,Puerto Wilches,2,0,2,0,4,8,0.0,0.6206896551724138,0.0,0.3793103448275862,0,0,11597.465517241379,8.621830176702923e-05
Santander,Ríonegro,3,0,1,2,4,12,0.3333333333333333,0.16666666666666666,0.5,1.1102230246251565e-16,0,0,20514.416666666668,4.8743830858906914e-05
Santander,Sabana de Torres,1,0,0,1,1,1,0.8571428571428571,0.0,0.14285714285714285,5.551115123125783e-17,0,0,17088.77142857143,5.851453333823741e-05
Santander,San Vicente de Chucurí,6,0,3,3,9,54,0.9705882352941176,0.0,0.029411764705882353,6.938893903907228e-18,0,0,8376.900735294117,0.00011936164339919143
Santander,Santa Bárbara,3,0,2,1,5,15,0.7307692307692307,0.0,0.0,0.2692307692307693,0,0,3307.18076923077,0.00030228094223294926
Santander,Simacota,1,0,1,0,2,2,0.5,0.0,0.5,0.0,0,0,12981.5,7.70267668014635e-05
Santander,Suaita,4,2,0,2,8,32,0.8793103448275862,0.0,0.1206896551724138,1.3877787807814457e-17,0,0,17598.537931034483,5.681967355726032e-05
Santander,Suratá,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,8419.3,0.00011876061422989681
Santander,Tona,5,0,2,3,7,35,0.84375,0.0,0.15625,0.0,0,0,5921.1875,0.00016885652472165057
Santander,Vélez,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,5315.4,0.00018809720863742382
Santander,Zapatoca,3,0,2,1,5,15,0.3333333333333333,0.0,0.041666666666666664,0.6250000000000001,0,0,23014.35208333333,4.344925927612267e-05
Sucre,Chalán,1,0,0,1,1,1,1.0,0.0,0.0,0.0,0,0,23564.2,4.2435455671923e-05
Sucre,Colosó,1,0,0,1,1,1,1.0,0.0,0.0,0.0,0,0,21526.6,4.645199650680986e-05
Sucre,Galeras,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,65622.6,1.523842032439549e-05
Sucre,San Benito Abad,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,72443.51904761905,1.3803666766600831e-05
Sucre,San Marcos,1,0,1,0,2,2,0.0,0.0,0.5,0.5,0,0,65916.75,1.5170420713692442e-05
Sucre,San Onofre,2,0,1,1,3,6,0.011363636363636364,0.0,0.9886363636363636,0.0,0,0,16489.864772727273,6.063963374763755e-05
Sucre,Sincelejo,1,0,1,0,2,2,0.6,0.0,0.4,0.0,0,0,23613.6,4.234668383118918e-05
Sucre,Sincé,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,59224.6,1.688459044737411e-05
Sucre,Toluviejo,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,15453.229629629632,6.470720469189543e-05
Sucre,Tolú,2,0,1,1,3,6,0.5,0.0,0.5,0.0,0,0,11190.9,8.935033372349646e-05
Tolima,Anzoátegui,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,5006.0,0.00019972039145196724
Tolima,Cajamarca,3,0,2,1,5,15,0.6116941529235382,0.0,0.38830584707646176,0.0,0,0,9148.7023988006,0.0001092931722162992
Tolima,Chaparral,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,10934.4,9.144612908535583e-05
Tolima,Ibagué,1,0,1,0,2,2,0.9741500421466704,0.0,0.024445068839561674,0.0014048890137678786,1,0,11107.593481314976,9.002039742313312e-05
Tolima,Mariquita,1,0,1,0,2,2,0.0,0.0,0.14285714285714285,0.8571428571428572,0,0,26511.257142857146,3.771840302436932e-05
Tolima,Murillo,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,19724.0,5.0697084917617235e-05
Tolima,Planadas,1,0,1,0,2,2,1.0,0.0,0.0,0.0,1,0,7036.6,0.00014209389564624303
Tolima,Roncesvalles,1,0,1,0,2,2,0.045454545454545456,0.0,0.045454545454545456,0.9090909090909092,0,0,18058.890909090915,5.537132007240553e-05
Tolima,Rovira,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,7606.9875,0.00013144080481204787
Tolima,Santa Isabel,2,0,2,0,4,8,0.75,0.0,0.0,0.25,0,0,13236.824999999999,7.554111041655257e-05
Valle del Cauca,Andalucía,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,22090.9,4.526545928598264e-05
Valle del Cauca,Ansermanuevo,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,6893.883333333334,0.0001450350864046527
Valle del Cauca,Argelia,2,0,2,0,4,8,0.5,0.0,0.5,0.0,0,0,12774.5,7.827482290321318e-05
Valle del Cauca,Bolívar,1,0,0,1,1,1,1.0,0.0,0.0,0.0,0,0,8105.2,0.00012336236460980485
Valle del Cauca,Buenaventura,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,5214.6,0.00019173249482322264
Valle del Cauca,Buga,1,0,0,1,1,1,0.8983050847457628,0.0,0.0847457627118644,0.016949152542372836,0,0,11139.359322033895,8.9763711483e-05
Valle del Cauca,Bugalagrande,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,22731.93666666666,4.3989037345373046e-05
Valle del Cauca,Caicedonia,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,13494.8,7.409712651343381e-05
Valle del Cauca,Cali,7,0,4,3,11,77,0.42073170731707316,0.0,0.36585365853658536,0.21341463414634154,1,0,17245.630487804876,5.798234041757327e-05
Valle del Cauca,Calima,1,0,1,0,2,2,0.5,0.0,0.5,0.0,0,0,2689.55,0.0003716712196391072
Valle del Cauca,Cartago,1,0,0,1,1,1,0.0,0.0,1.0,0.0,0,0,32758.100000000002,3.052586914780931e-05
Valle del Cauca,Dagua,2,0,1,1,3,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333334,0,0,10433.133333333333,9.583929666734819e-05
Valle del Cauca,El Cairo,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,9982.5,0.00010016527269995493
Valle del Cauca,El Cerrito,2,0,1,1,3,6,0.950530035335689,0.0,0.045936395759717315,0.0035335689045936577,1,0,16126.607420494702,6.200547755950559e-05
Valle del Cauca,El Dovio,1,0,1,0,2,2,0.0,0.0,0.0,1.0,0,0,11609.1,8.61319023953282e-05
Valle del Cauca,Guacarí,1,0,0,1,1,1,0.0,0.0,1.0,0.0,0,0,21467.6,4.657965586950244e-05
Valle del Cauca,Jamundí,1,0,0,1,1,1,0.0,0.0,1.0,0.0,0,0,11923.3,8.386236508642017e-05
Valle del Cauca,La Cumbre,1,0,1,0,2,2,1.0,0.0,0.0,0.0,0,0,19313.600000000002,5.177430544769241e-05
Valle del Cauca,La Victoria,1,0,1,0,2,2,0.5,0.0,0.5,0.0,0,0,26858.05,3.7231398727803104e-05
Valle del Cauca,Palmira,4,0,2,2,6,24,0.3333333333333333,0.0,0.6666666666666666,1.1102230246251565e-16,1,0,11059.316666666668,9.041332451301122e-05
Valle del Cauca,Ríofrío,1,0,1,0,2,2,0.5384615384615384,0.0,0.46153846153846156,0.0,0,0,11739.16153846154,8.51777036222146e-05
Valle del Cauca,Sevilla,2,0,1,1,3,6,0.0,0.0,0.5,0.5,0,0,6083.55,0.0001643506915055345
Valle del Cauca,Trujillo,2,0,0,2,2,4,1.0,0.0,0.0,0.0,0,0,2830.2833333333333,0.00035319672468903975
Valle del Cauca,Tuluá,4,0,2,2,6,24,0.2857142857142857,0.0,0.7142857142857143,0.0,0,0,12725.199999999999,7.857805157863307e-05
Valle del Cauca,Ulloa,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,22551.5,4.4340982152754686e-05
Valle del Cauca,Vijes,1,0,0,1,1,1,0.0,0.0,0.0,1.0,0,0,23040.2,4.340051733416662e-05
Valle del Cauca,Yotoco,1,0,0,1,1,1,0.0,0.0,0.0,1.0,0,0,20002.6,4.999100161970845e-05
Valle del Cauca,Yumbo,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,29950.7,3.3387086542667025e-05
Vaupés,ETI Yaigojé Apaporis,1,0,0,1,1,1,1.0,0.0,0.0,0.0,1,1,1818.8200000000002,0.0005495048960886241
Vichada,La Primavera,1,1,0,0,3,3,0.0,0.0,0.0,1.0,0,0,12714.5,7.864417443277889e-05
Área en Litigio,Área en Litigio,1,0,1,0,2,2,0.0,0.0,1.0,0.0,0,0,8754.087500000001,0.00011421930391900708
