species,archivo,ruta,observacion_id,usuario,fecha,licencia,atribucion,url_imagen,url_observacion
Wettinia hirsuta,obs_91333639.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Wettinia_hirsuta\obs_91333639.jpg,91333639,danielmartnezcastao,2021-08-15,,"(c) Daniel Martínez Castaño, all rights reserved",https://static.inaturalist.org/photos/151054023/large.jpeg,https://www.inaturalist.org/observations/91333639
Wettinia hirsuta,obs_91333588.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Wettinia_hirsuta\obs_91333588.jpg,91333588,danielmartnezcastao,2021-08-15,,"(c) Daniel Martínez Castaño, all rights reserved",https://static.inaturalist.org/photos/151053883/large.jpeg,https://www.inaturalist.org/observations/91333588
